step,sample_id,elapsed_s,timestamp,backlog_samples,gt_label,gt_host,gt_ip,gt_source,gt_file_label,gt_sample_label,gt_mismatch,attack_episode_id,raw_prob,attack_prob,binary_pred,threshold,correct,is_tp,is_fp,is_tn,is_fn,prob_delta,prob_slope_5step,prob_at_mitigation_start,prob_change_since_mitig,cum_tp,cum_fp,cum_tn,cum_fn,rolling_precision,rolling_recall,rolling_f1,dqn_raw_action,mapped_action,active_mitigation,agent_overridden,action_taken,nominated_ip,skip_reason,target_ip,would_mitigate,would_mitigated_ip,mitigation_active,mitigation_duration_s,total_packets,total_packets_delta,forwarded_packets_delta,dropped_packets_delta,throughput_ratio,pkt_rate_pps,total_flows,total_bytes,flow_arrival_rate,src_entropy,top_source_dominance,active_sources,syn_ratio_top_src,pps_top_src,attack_start_elapsed,first_detection_elapsed,first_policy_block_elapsed,onos1_cpu,onos2_cpu,onos3_cpu,ctrl_cpu_avg,ctrl_cpu_max,python_cpu_pct,python_mem_mb,preprocess_ms,lstm_inference_ms,dqn_inference_ms,api_latency_ms,drop_query_ms,step_total_ms
47,145,203.4,2026-05-18T15:11:00.320288,2,0,none,none,sample,0,0,0,0,0.002992,0.002303,0,0.8471859296482412,1,0,0,1,0,-0.912756,-0.166367,0.9382368998172421,-0.935934,21,1,22,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2415,2415.0,2415.0,0.0,1.0,1207.5,8,45277078,0.0,1.5791,0.4315,5,0.0,1556.5,,,,3.76,4.58,3.57,3.97,4.58,9.4,1232.0,54.24,83.79,1.53,0.0,0.0,2058.27
48,147,207.5,2026-05-18T15:11:04.382459,2,0,none,none,sample,0,0,0,0,0.001403,0.001043,0,0.8471859296482412,1,0,0,1,0,-0.00126,-0.13051,0.9382368998172421,-0.937194,21,1,23,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2627,2627.0,2627.0,0.0,1.0,1313.5,8,47819338,0.0,1.5799,0.4179,5,0.0,1640.5,,,,5.09,4.79,4.03,4.64,5.09,8.4,1232.0,50.36,80.03,1.77,0.0,0.0,2061.89
49,149,211.5,2026-05-18T15:11:08.447165,2,0,none,none,sample,0,0,0,0,0.001439,0.001071,0,0.8471859296482412,1,0,0,1,0,2.8e-05,-0.134865,0.9382368998172421,-0.937166,21,1,24,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2748,2748.0,2748.0,0.0,1.0,1374.0,10,47998828,1.0,1.6073,0.3971,6,0.0,1633.5,,,,14.85,2.94,2.72,6.84,14.85,7.9,1232.0,50.37,75.58,1.33,0.0,0.0,2064.35
50,151,215.6,2026-05-18T15:11:12.513686,2,0,none,none,sample,0,0,0,0,0.002318,0.001764,0,0.8471859296482412,1,0,0,1,0,0.000693,-0.162373,0.9382368998172421,-0.936473,21,1,25,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2870,2870.0,2870.0,0.0,1.0,1435.0,10,48183292,0.0,1.5988,0.3919,6,0.0,1685.5,,,,3.68,2.38,3.21,3.09,3.68,8.6,1232.0,74.85,70.17,1.08,0.0,0.0,2066.17
51,153,219.7,2026-05-18T15:11:16.583316,2,0,none,none,sample,0,0,0,0,0.002864,0.0022,0,0.8471859296482412,1,0,0,1,0,0.000436,-0.182572,0.9382368998172421,-0.936037,21,1,26,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2988,2988.0,2988.0,0.0,1.0,1494.0,9,48370240,0.0,1.565,0.4167,5,0.0,1867.5,,,,6.83,6.7,7.4,6.98,7.4,8.1,1232.0,48.48,80.32,0.99,0.0,0.0,2069.09
52,155,223.7,2026-05-18T15:11:20.641567,2,0,none,none,sample,0,0,0,0,0.004636,0.003642,0,0.8471859296482412,1,0,0,1,0,0.001442,0.000268,0.9382368998172421,-0.934595,21,1,27,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1386,1386.0,1386.0,0.0,1.0,693.0,9,2054102,1.0,0.1597,0.9834,4,0.3333,2040.0,,,,2.79,3.89,3.58,3.42,3.89,8.9,1232.0,76.89,70.02,1.11,0.0,0.0,2057.96
53,157,227.8,2026-05-18T15:11:24.697584,2,0,none,none,sample,0,0,0,0,0.002794,0.002144,0,0.8471859296482412,1,0,0,1,0,-0.001498,0.00022,0.9382368998172421,-0.936093,21,1,28,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1422,1422.0,1422.0,0.0,1.0,711.0,12,2093787,0.0,0.1825,0.9842,4,0.5,2085.0,,,,3.66,3.87,3.09,3.54,3.87,9.1,1232.0,50.68,124.66,1.38,0.0,0.0,2055.74
54,159,231.8,2026-05-18T15:11:28.763054,2,0,none,none,sample,0,0,0,0,0.002034,0.001538,0,0.8471859296482412,1,0,0,1,0,-0.000606,9.3e-05,0.9382368998172421,-0.936699,21,1,29,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1532,1532.0,1532.0,0.0,1.0,766.0,9,4201465,1.0,0.5376,0.9073,3,0.5,2085.0,,,,3.78,2.41,2.74,2.98,3.78,6.9,1232.0,59.51,73.35,1.22,0.0,0.0,2065.18
55,161,235.9,2026-05-18T15:11:32.826057,2,0,none,none,sample,0,0,0,0,0.001759,0.001321,0,0.8471859296482412,1,0,0,1,0,-0.000217,-8.9e-05,0.9382368998172421,-0.936915,21,1,30,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1823,1823.0,1823.0,0.0,1.0,911.5,10,12079581,0.0,1.0224,0.7625,3,0.5,2085.0,,,,4.6,2.33,2.99,3.31,4.6,8.6,1232.0,63.53,89.36,1.74,0.0,0.0,2062.72
56,163,240.0,2026-05-18T15:11:36.891819,2,0,none,none,sample,0,0,0,0,0.001745,0.001311,0,0.8471859296482412,1,0,0,1,0,-1e-05,-0.000178,0.9382368998172421,-0.936926,21,1,31,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2127,2127.0,2127.0,0.0,1.0,1063.5,10,20482365,0.0,1.2654,0.6073,3,0.5,1700.5,,,,3.47,6.5,4.32,4.76,6.5,8.9,1232.0,59.3,87.78,1.13,0.0,0.0,2065.45
57,165,244.0,2026-05-18T15:11:40.954624,2,0,none,none,sample,0,0,0,0,0.000952,0.000695,0,0.8471859296482412,1,0,0,1,0,-0.000616,-0.000589,0.9382368998172421,-0.937542,21,1,32,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1013,1013.0,1013.0,0.0,1.0,506.5,3,26270588,0.0,0.9574,0.6209,2,0.0,943.5,,,,5.56,6.01,6.1,5.89,6.1,9.6,1232.0,66.61,111.19,1.99,0.0,0.0,2062.48
58,167,248.1,2026-05-18T15:11:45.007618,2,0,none,none,sample,0,0,0,0,0.001517,0.001132,0,0.8471859296482412,1,0,0,1,0,0.000437,-0.000202,0.9382368998172421,-0.937105,21,1,33,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1310,1310.0,1310.0,0.0,1.0,655.0,5,34150369,0.0,0.9571,0.6217,2,0.5,1221.0,,,,3.46,3.6,3.75,3.6,3.75,9.6,1232.4,81.06,97.74,1.14,0.0,0.0,2052.66
59,169,252.2,2026-05-18T15:11:49.081060,2,0,none,none,sample,0,0,0,0,0.001379,0.001025,0,0.8471859296482412,1,0,0,1,0,-0.000107,-0.000103,0.9382368998172421,-0.937212,21,1,34,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,1742,1742.0,1742.0,0.0,1.0,871.0,7,44924013,1.0,1.2001,0.5764,3,0.5,1504.5,,,,3.63,2.57,2.76,2.99,3.63,8.1,1232.4,58.88,75.28,2.68,0.0,0.0,2073.11
60,171,256.2,2026-05-18T15:11:53.174300,2,0,none,none,sample,1,0,1,0,0.001696,0.001272,0,0.8471859296482412,1,0,0,1,0,0.000247,-1e-05,0.9382368998172421,-0.936965,21,1,35,4,0.9545,0.84,0.8936,0,0,0,False,ALLOW,none,not_nominated,none,0,,0,0.0,2250,2250.0,2250.0,0.0,1.0,1125.0,6,58972291,0.0,1.3505,0.5261,3,0.5,1774.5,,,,52.91,59.06,29.21,47.06,59.06,15.4,1232.4,393.8,197.99,1.08,0.0,0.0,2092.63
61,172,260.3,2026-05-18T15:11:57.229892,1,0,none,none,sample,1,0,1,0,0.000961,0.000703,0,0.8471859296482412,1,0,0,1,0,-0.000569,-0.000122,0.9382368998172421,-0.937534,21,1,36,4,0.9545,0.84,0.8936,3,2,0,False,FA_BLOCKED (ignored) src3(10.10.0.2),10.10.0.2,accepted,10.10.0.2,0,,0,0.0,3539,3539.0,3539.0,0.0,1.0,1769.5,46,67405706,20.0,1.77,0.4077,4,0.4762,2185.5,,,,6.12,42.58,54.64,34.45,54.64,18.2,1232.4,169.37,207.86,2.27,0.0,0.0,2055.05
